version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
word_blocks,4096,7,4096,50863709,12417.897705,329.846492,4612679347921848320
machine_list,4096,7,8192,59777458,7297.052979,561.322497,11022003190908522496
machine_array,4096,7,16384,58729208,3584.546387,1142.682939,14234499202467373056
machine_array,4096,8,16384,58163708,3550.031006,1153.792740,14234499202467373056
machine_list,4096,8,8192,59950209,7318.140747,559.705005,11022003190908522496
word_blocks,4096,8,4096,50522167,12334.513428,332.076334,4612679347921848320
uint64_limbs,4096,8,128,78893833,616358.070312,6.645488,689248347845020736
original_full_nat,4096,8,128,72573500,566980.468750,7.224235,689248347845020736
original_full_nat,4096,9,128,72070208,563048.500000,7.274684,689248347845020736
uint64_limbs,4096,9,128,79173750,618544.921875,6.621993,689248347845020736
word_blocks,4096,9,4096,50334916,12288.797852,333.311692,4612679347921848320
machine_list,4096,9,8192,59233125,7230.606079,566.480867,11022003190908522496
machine_array,4096,9,16384,58206167,3552.622498,1152.951095,14234499202467373056
original_full_nat,16384,1,32,73122917,2285091.156250,7.169955,2938817658696628752
uint64_limbs,16384,1,32,79265166,2477036.437500,6.614356,2938817658696628752
word_blocks,16384,1,2048,67980125,33193.420410,493.591796,12105518801831101440
machine_list,16384,1,2048,57506333,28079.264160,583.491074,12105518801831101440
machine_array,16384,1,4096,56691958,13840.810059,1183.745744,3471461984659638272
machine_array,16384,2,4096,58034750,14168.640137,1156.356562,3471461984659638272
machine_list,16384,2,2048,58297542,28465.596680,575.571986,12105518801831101440
word_blocks,16384,2,2048,66766666,32600.911133,502.562641,12105518801831101440
uint64_limbs,16384,2,32,78258916,2445591.125000,6.699403,2938817658696628752
original_full_nat,16384,2,32,72949875,2279683.593750,7.186962,2938817658696628752
original_full_nat,16384,3,32,72294500,2259203.125000,7.252115,2938817658696628752
uint64_limbs,16384,3,32,76681708,2396303.375000,6.837198,2938817658696628752
word_blocks,16384,3,2048,66823958,32628.885742,502.131765,12105518801831101440
machine_list,16384,3,2048,56131375,27407.897949,597.783895,12105518801831101440
machine_array,16384,3,4096,56869458,13884.145020,1180.051057,3471461984659638272
machine_array,16384,4,4096,57055500,13929.565430,1176.203241,3471461984659638272
machine_list,16384,4,2048,57390541,28022.725098,584.668334,12105518801831101440
word_blocks,16384,4,2048,66523292,32482.076172,504.401255,12105518801831101440
uint64_limbs,16384,4,32,77786667,2430833.343750,6.740075,2938817658696628752
original_full_nat,16384,4,32,72662250,2270695.312500,7.215411,2938817658696628752
