version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
original_full_nat,256,7,1024,42837083,41833.088867,6.119558,14158771454154519040
uint64_limbs,256,7,1024,46850583,45752.522461,5.595320,14158771454154519040
word_blocks,256,7,8192,46910209,5726.343872,44.705663,15805974032992538624
machine_list,256,7,16384,11864959,724.179626,353.503455,7464779945385074688
machine_array,256,7,16384,6611000,403.503418,634.443201,7464779945385074688
machine_array,256,8,16384,6671125,407.173157,628.725140,7464779945385074688
machine_list,256,8,16384,11890833,725.758850,352.734245,7464779945385074688
word_blocks,256,8,8192,46362625,5659.500122,45.233677,15805974032992538624
uint64_limbs,256,8,1024,47533625,46419.555664,5.514917,14158771454154519040
original_full_nat,256,8,1024,43774916,42748.941406,5.988452,14158771454154519040
original_full_nat,256,9,1024,43033791,42025.186523,6.091585,14158771454154519040
uint64_limbs,256,9,1024,46513000,45422.851562,5.635930,14158771454154519040
word_blocks,256,9,8192,45303333,5530.192017,46.291340,15805974032992538624
machine_list,256,9,16384,12094625,738.197327,346.790744,7464779945385074688
machine_array,256,9,16384,6896833,420.949280,608.149277,7464779945385074688
original_full_nat,1024,1,512,76739125,149881.103516,6.832082,15505493439845481728
uint64_limbs,1024,1,256,42057709,164287.925781,6.232960,5469037453344759424
word_blocks,1024,1,8192,57592083,7030.283569,145.655576,722304732373962752
machine_list,1024,1,16384,32937167,2010.325134,509.370341,9144892799671836672
machine_array,1024,1,16384,18134083,1106.816589,925.175869,9144892799671836672
machine_array,1024,2,16384,19413000,1184.875488,864.225828,9144892799671836672
machine_list,1024,2,16384,35025625,2137.794495,478.998333,9144892799671836672
word_blocks,1024,2,8192,57803875,7056.137085,145.121897,722304732373962752
uint64_limbs,1024,2,256,42773625,167084.472656,6.128637,5469037453344759424
original_full_nat,1024,2,512,77280083,150937.662109,6.784258,15505493439845481728
original_full_nat,1024,3,512,77796458,151946.207031,6.739227,15505493439845481728
uint64_limbs,1024,3,256,40736250,159125.976562,6.435153,5469037453344759424
word_blocks,1024,3,8192,56798917,6933.461548,147.689577,722304732373962752
machine_list,1024,3,16384,34455709,2103.009583,486.921224,9144892799671836672
machine_array,1024,3,16384,16960500,1035.186768,989.193479,9144892799671836672
machine_array,1024,4,16384,17021208,1038.892090,985.665412,9144892799671836672
machine_list,1024,4,16384,33627250,2052.444458,498.917277,9144892799671836672
word_blocks,1024,4,8192,56948125,6951.675415,147.302620,722304732373962752
uint64_limbs,1024,4,256,40720500,159064.453125,6.437642,5469037453344759424
original_full_nat,1024,4,512,73772667,144087.240234,7.106806,15505493439845481728
original_full_nat,1024,5,512,73593292,143736.898438,7.124128,15505493439845481728
uint64_limbs,1024,5,256,39571166,154574.867188,6.624622,5469037453344759424
word_blocks,1024,5,8192,56200917,6860.463501,149.261052,722304732373962752
machine_list,1024,5,16384,34679375,2116.661072,483.780806,9144892799671836672
machine_array,1024,5,16384,17028125,1039.314270,985.265025,9144892799671836672
machine_array,1024,6,16384,17106250,1044.082642,980.765276,9144892799671836672
machine_list,1024,6,16384,33267166,2030.466675,504.317560,9144892799671836672
word_blocks,1024,6,8192,57154792,6976.903320,146.769986,722304732373962752
uint64_limbs,1024,6,256,41450875,161917.480469,6.324209,5469037453344759424
original_full_nat,1024,6,512,76879375,150155.029297,6.819618,15505493439845481728
original_full_nat,1024,7,512,76615709,149640.056641,6.843087,15505493439845481728
uint64_limbs,1024,7,256,39349417,153708.660156,6.661954,5469037453344759424
word_blocks,1024,7,8192,54028167,6595.235229,155.263605,722304732373962752
machine_list,1024,7,16384,31403583,1916.722595,534.245280,9144892799671836672
machine_array,1024,7,16384,16903125,1031.684875,992.551141,9144892799671836672
machine_array,1024,8,16384,16905083,1031.804382,992.436180,9144892799671836672
machine_list,1024,8,16384,31414709,1917.401672,534.056069,9144892799671836672
word_blocks,1024,8,8192,54041292,6596.837402,155.225897,722304732373962752
